"Site","Year","Month","dd","ff","tmin","t","tmax","td","p0","p","ewm","um","sshn","radglo24","evt","ewsm","nm","umax","umin","tsoil_m","rrr"
"40745",2007,12,78.06,1.23,-0.38,2.94,7.48,-1.07,906.72,1024.21,5.87,77.08,4.45,782.23,NA,7.96,4.19,93.48,56.16,-3.68,26.8
"40745",2008,1,59.35,0.97,-11.71,-7.29,-1.92,-10.37,907.76,1030.28,3.04,79.04,4.71,897.35,NA,3.91,3.08,90.16,64.03,-15.61,25
"40745",2008,2,92.33,1.48,-3.87,0.68,6.29,-4.5,908.13,1026.96,4.61,71.27,6.5,1657.96,NA,7.21,3.11,87.1,51.79,-7.34,23.6
"40745",2008,3,105,1.92,7.61,14.62,21.97,-0.74,901.42,1013.28,5.98,40.4,7.34,3731,5.92,17.94,2.98,63.16,20.68,3.1,4
"40745",2008,4,106,1.79,10.88,17.74,24.43,3.27,901.1,1011.56,7.93,43.58,7.55,4755,6.06,21.73,3.41,66.27,25.33,6.97,22.4
"40745",2008,5,107.58,2.46,16.26,22.77,29.9,7.2,899.55,1007.69,10.4,41.06,9.2,2271.97,8.65,29.04,3.01,62.68,23.32,12.52,21.8
"40745",2008,6,106.21,2.97,20.03,26.96,33.63,4.07,898.02,1004.48,8.68,25.67,11.73,2847.93,12.14,36.74,1.29,41.97,14.37,15.9,0.3
"40745",2008,7,109.72,2.94,21.4,28.83,35.41,2.03,897.08,1002.8,7.61,20.64,11.98,2923.33,13.06,40.99,1,36.16,9.58,17.06,0
"40745",2008,8,118.67,2.88,19.09,26.98,34.28,-2.1,899.41,1006.14,5.83,17.34,11.91,2652.68,12.35,37.17,0.19,32.74,6.52,13.07,0
"40745",2008,9,100.58,2.04,14.62,22.14,29.85,-0.97,902.06,1010.93,6.1,24.13,9.95,2118.43,8.3,27.94,1.16,40.4,11.37,9.83,0
"40745",2008,10,105.56,1.78,9.59,15.49,22.45,2.32,907.4,1019.5,7.42,45.49,7.89,1726.77,4.52,18.75,2.16,69.26,26.65,5.45,0.7
"40745",2008,11,67.04,1.08,2.26,7.47,13.62,-1.85,908.92,1024.73,5.62,55.1,5.95,991.97,2.47,11.05,2.98,73.83,36.6,-2.27,10.2
"40745",2008,12,65.6,1.02,0.58,4.05,8.74,-0.81,907.04,1024.03,5.88,72.76,4.01,678.97,NA,8.52,4.52,86.84,53.97,-2.19,13.3
"40745",2009,1,76.81,1.28,-1.47,2.89,8.34,-1.78,905.54,1022.93,5.45,73.29,4.68,895.39,NA,7.87,3.95,88.03,52.65,-4.45,33.5
"40745",2009,2,127.77,2.03,2.11,7.18,12.92,0.22,901.71,1016.66,6.33,64.35,5.61,1158.79,NA,10.64,4.14,87.11,40.68,-0.82,29.3
"40745",2009,3,114.72,2.09,6.06,11.42,17.65,2.81,900.9,1013.87,7.66,61.75,6.15,1496,3.82,14.43,4.09,85.06,39.39,3,73.1
"40745",2009,4,126.79,2.62,7.01,11.41,16.26,6.11,902.14,1015.24,9.61,72.03,4.87,1529.93,3.4,14.1,5.38,89.13,55.03,5.37,79.9
"40745",2009,5,114.48,2.17,15,20.72,27.18,11.3,901.78,1010.84,13.68,57.67,8.79,2264.84,6.16,25.45,3.82,79.26,38.42,11.42,24.4
"40745",2009,6,127.75,3.03,17.31,24.73,31.59,6.4,901.63,1009.31,9.89,33.1,11.91,2813.5,11.21,32.48,1.5,50.77,20.87,12.43,0.1
"40745",2009,7,86.73,2.57,20.12,28.01,35.32,6.11,897.04,1002.95,9.86,27.58,11.57,2676.61,12.15,39.3,0.86,44.68,14.55,15.48,4
"40745",2009,8,104.52,2.84,19.95,26.44,33.21,7.48,900.17,1006.97,10.64,32.22,11.33,2483.33,11.07,35.71,1.16,47.68,19.32,15.9,0.1
"40745",2009,9,110,2.39,13.95,21.32,28.94,4.52,902.35,1011.45,9.1,37.42,10.12,2115,7,26.56,1.25,56.9,20.93,10.03,21.1
"40745",2009,10,102.54,1.62,7.23,14.92,22.96,-2.46,907.04,1019.45,5.39,33.54,9.29,1652.19,4.27,17.99,0.9,54.55,17.68,1.55,0
"40745",2009,11,112.21,1.84,3.54,8.79,15.72,-0.57,905.55,1020.27,6.21,56.68,6.24,1022.22,2.21,12.31,3.46,79.9,34.6,-1.62,12.3
"40745",2009,12,72.86,1.18,1.21,5.89,11.4,0.43,904.4,1020.27,6.36,70.52,5.22,825.77,NA,9.7,4.02,89.39,49.26,-2.16,14.4
"40745",2010,1,87.62,1.29,0.48,5.43,11.73,-1.52,905.45,1021.66,5.63,64.61,4.28,792.23,NA,9.57,4.64,83.32,43.68,-1.74,16.3
"40745",2010,2,118.66,2.05,0.84,5.25,11.06,-0.42,901.96,1017.84,6.35,69.75,4.54,1043.5,NA,9.75,4.94,88.89,49.04,-1.36,24.2
"40745",2010,3,111.98,1.98,5.89,11.39,17.81,3.63,904.2,1017.63,8.15,63.76,4.79,1365.97,NA,14.59,5.56,85.9,41,3.58,47.4
"40745",2010,4,120.79,2.47,11.06,16.58,23.61,6.06,902.71,1013.71,9.52,53.66,6.56,1814.3,4.6,19.86,4.69,75.3,33.77,8.07,22.1
"40745",2010,5,118.99,2.53,14.92,21.49,28.8,8.08,900.38,1009.12,11.14,47.32,8.23,2253.97,6.14,26.93,3.52,69.57,28.97,12.29,37.7
"40745",2010,6,153.92,3.82,19.27,27.95,35.48,1.69,898.98,1005.26,7.41,21.1,11.96,2839.03,10.89,39.37,1.15,37.17,10.62,14.9,4
"40745",2010,7,141.9,4.04,20.94,29.09,36.33,1.2,898.29,1004.06,7.07,18.09,12.38,2836.81,11.82,41.94,0.36,30.52,9.58,16.65,0
"40745",2010,8,155.2,3.69,18.24,26.82,34.52,0.16,900.25,1007.14,6.48,19.26,11.73,2583.06,10.44,36.85,0.46,32.65,9.9,13.9,0
"40745",2010,9,141.92,3.25,13.08,21.32,29.52,-2.4,903.63,1013.06,5.38,23.28,10.41,2196.41,7.4,27.12,0.7,40.5,11.17,8.37,2.5
"40745",2010,10,146.94,3.01,11.56,18.91,27.14,2.41,904.34,1014.71,7.67,36.81,8.88,1555.1,4.79,23.42,1.4,56.23,20.81,6.9,0.1
"40745",2010,11,91.62,1.52,3.23,10.2,18.81,-3.08,907.73,1022.15,5.14,44.55,7.93,1164.43,2.45,13.22,1.35,67.73,24,-1.23,8.7
"40745",2010,12,91.77,1.29,-0.7,6.34,15.8,-8.95,906.34,1022.38,3.42,37.29,7.74,1024.68,NA,10.38,1.39,58.55,18.9,-5.84,0
"40745",2011,1,137.54,2.05,-1.56,3.62,9.77,-4.62,904.89,1021.91,4.45,58.86,5.45,928.42,NA,8.31,3.71,79.19,37.74,-5.26,13.4
"40745",2011,2,149.69,3.34,-0.81,2.55,7.09,-2.25,900.97,1017.86,5.34,73.59,3.02,870.82,NA,7.74,5.86,90.32,55.18,-2.64,56.7
"40745",2011,3,130.52,3.03,3.51,8.85,15.46,-0.1,905.01,1019.73,6.33,59.08,6.06,1628.83,3.34,12.37,4.59,81.06,38.06,0.45,17.4
"40745",2011,4,146.62,3.58,10.32,17.53,25.24,0.73,901.9,1012.61,7.01,37.34,8.46,2003.81,6.45,21.52,3.05,58.13,19.47,6.53,7.1
"40745",2011,5,143.15,3.54,17.1,23.6,30.95,7.73,901.18,1009.17,10.9,40.49,9.26,2363.87,8.01,30.33,3.29,61.35,22.71,13.16,14.9
"40745",2011,6,142.08,3.8,20.36,27.89,35.45,5.82,897.48,1003.51,9.65,27.78,11.06,2623.07,10.53,38.99,1.4,44.83,14.8,15.8,6.9
"40745",2011,7,134.88,3.96,20.99,29.14,36.68,1.32,898.23,1003.99,6.92,17.81,12.51,2902.19,11.83,41.84,0.35,29.61,9.68,15.68,0
"40745",2011,8,118.79,3.9,20.38,27.93,35.42,2.94,898.93,1005.16,7.97,21.92,11.58,2514.94,11.41,39.62,0.43,33.55,12.68,15.9,0
"40745",2011,9,126,3.25,14.52,22.39,30.27,2.17,902.05,1010.79,7.45,29.03,10.51,2139.1,7.37,28.3,0.65,45.13,15.93,9.77,2
"40745",2011,10,133.67,2.87,9.51,15.53,22.65,2.3,904.65,1016.4,7.38,46.78,7.3,1379.03,4.15,19.15,2.68,66,29.45,5.68,28.6
"40745",2011,11,129.33,2.69,1.96,5.6,10.31,1.56,906.06,1022.22,7.09,77.7,3.22,740.23,1.5,9.64,5.39,91.77,61.83,0.37,56
"40745",2011,12,119.35,2.12,-2.66,2.09,8.71,-4.81,908.98,1027.18,4.47,64.35,5.13,859.23,NA,7.43,2.54,84.16,39.23,-5.9,1.5
"40745",2012,1,106.77,1.95,-3.6,0.81,6.9,-3.51,903.36,1021.36,4.83,75.47,4.76,948.03,20,6.86,2.76,90.9,55.94,-6.87,49.7
"40745",2012,2,178.19,3.62,-2.19,2.42,7.91,-4.95,903.16,1020.54,4.52,61.06,6.26,1317.97,NA,7.82,3.76,82.45,40.48,-5.03,36
"40745",2012,3,161.25,3.69,2.64,8.45,15.47,-1.3,900.98,1015.36,5.94,56.08,6.6,1597.19,4.52,12.16,3.76,79.87,32.84,-0.27,54.6
"40745",2012,4,138.38,2.75,11.51,17.79,24.28,5.65,901.54,1011.91,9.52,49.8,7.81,2348,5.12,21.08,3.59,70.9,30.7,7.47,44.1
"40745",2012,5,166.45,3.37,14.57,21.44,28.28,6.96,900.76,1009.59,10.38,43.35,9.14,2528.81,6.92,26.5,3.14,66.61,25.58,10.71,18.5
"40745",2012,6,176.67,3.96,18.86,26.47,33.35,3.91,899.55,1006.4,8.45,26.44,11.58,2633.18,10.65,35.77,1.59,44.03,14.67,14.13,9.9
"40745",2012,7,147.38,4.57,21.48,29.15,36.18,3.35,897.97,1003.65,7.99,20.46,12.12,2818.9,12.75,41.71,0.87,32.71,11.13,16.81,0
"40745",2012,8,139.88,4.04,19.24,27.73,35.32,1.16,899.21,1005.6,6.86,19.67,12.2,2638.61,11.52,38.62,0.11,33.77,9.81,14.48,0
"40745",2012,9,142.88,3.3,13.61,21.45,29.22,-0.72,903.61,1012.93,6.1,25.04,10.76,2217.93,7.61,26.68,0.41,40.97,13.33,8.6,0
"40745",2012,10,132.02,2.6,9.42,16.49,24.36,-0.44,906.49,1018.14,6.48,36.39,8.52,1534.06,4.71,19.97,1.97,55.39,20.77,4.65,16.6
"40745",2012,11,106.54,2.13,4.81,9.47,15.65,1.8,907.3,1021.93,7.37,62.55,5.86,964.9,2.25,12.59,3.85,82.57,40.4,1.93,15.6
"40745",2012,12,109.07,2.19,-1.17,3.57,9.93,-1.35,905.69,1022.76,5.79,73.28,4.92,834.67,NA,8.79,3.92,90.03,52.45,-4.07,72.8
"40745",2013,1,151.57,2.55,-1.09,4.35,11.29,-3.52,903.47,1019.97,4.9,60.1,6.19,1011.03,NA,8.97,2.69,82.65,37.45,-4.16,6.5
"40745",2013,2,152.95,3.25,2.81,7.33,13.59,1.01,904.17,1019.35,6.66,67.02,5.8,1159.07,NA,10.63,4.52,86.57,44.04,1.21,34
"40745",2013,3,150.95,3.33,6.02,10.94,17.73,2.85,901.92,1015.26,7.72,62.3,5.58,1469.23,NA,14.2,4.94,85.74,41.97,2.87,58.2
"40745",2013,4,131.75,3.3,8.28,14.5,21.11,2.59,902.56,1014.52,7.71,48.56,8.6,2155.13,5.26,17.26,3.29,69.9,29.57,5.1,28.1
"40745",2013,5,140.08,3.41,14.16,21.17,28.14,2.4,901.46,1010.61,7.75,33.25,10.07,2501.84,8,26.31,2.46,53.45,18.19,10.35,26.6
"40745",2013,6,128.33,3.88,19.72,26.85,33.89,3.32,897.5,1003.9,8.25,24.5,11.08,2698.33,10.83,36.46,1.78,39.8,13.47,15.73,0.4
"40745",2013,7,131.85,3.57,21.31,29.07,36.08,5.22,896.72,1002.23,9.23,23.83,12.34,2793.26,12.03,41.54,0.39,38.9,13,17.55,0
"40745",2013,8,134.35,3.48,18.95,25.99,32.99,4.22,899.65,1006.64,8.78,27.14,11.35,2496.42,9.88,34.73,0.93,42.84,15.42,15.26,2.8
"40745",2013,9,125.96,2.99,16.26,24.8,33.29,1.55,900.43,1008.05,7.34,25.73,10.64,2158.37,8.37,32.99,0.35,41.83,12.43,11.7,0
"40745",2013,10,142.98,2.63,8.9,15.12,22.47,0.94,906.52,1018.71,6.88,44.35,8.52,1521.97,4.18,18.84,1.44,62.74,26.39,5.16,26.4
"40745",2013,11,118.29,1.85,4.3,9.71,16.36,0.96,907.26,1021.82,6.8,58.78,5.87,973.07,2.27,12.65,3.48,82,36.97,1.4,3.2
"40745",2013,12,142.54,2.74,-1.19,3.26,9.65,-3.53,908.07,1025.58,4.94,64.44,5.09,829.19,NA,8.21,3.66,85.94,41.16,-4.77,7.1
"40745",2014,1,150.36,2.57,-0.02,4.7,11.05,-4.23,906.06,1022.72,4.61,56.85,5.11,889.06,NA,9.09,4.51,79.19,36.16,-4.38,4.9
"40745",2014,2,131.33,2.96,-4.55,1.04,7.52,-8.86,907.28,1025.91,3.36,53.45,6.68,1334.64,NA,7.44,3.17,75.68,32.25,-6.54,2.8
"40745",2014,3,152.67,3.61,4.03,9.01,14.94,0.05,902.69,1017.03,6.33,60.98,5.14,1426.14,4.9,12.52,5.06,85.45,38.77,0.44,73.6
"40745",2014,4,161.29,3.35,10.08,15.46,21.88,4.78,903.29,1014.9,8.99,54.91,6.73,1843.63,4.76,18.75,4.77,79.2,33.53,6.9,35
"40745",2014,5,179.76,3.53,15.95,23.13,30.14,1.53,900.93,1009.2,7.25,29.71,9.49,2417.77,8.42,29.51,3.25,49.32,14.97,12.07,22.4
"40745",2014,6,147.07,3.95,19.62,27.64,34.81,1.98,899.15,1005.57,7.54,22.55,11.61,2795.1,11.19,38.8,1.3,39.4,11.27,14.3,4.3
"40745",2014,7,130.19,4.18,20.8,28.39,35.52,-0.31,898.78,1004.85,6.25,17.19,12.61,2914.13,12.43,40.13,0.17,29.55,9.32,15.71,0
"40745",2014,8,143.06,3.58,19.38,27.82,35.48,-1.18,899.81,1006.33,5.72,16.97,12.17,2680.03,11.21,38.77,0.17,29.55,8.42,13.74,0
"40745",2014,9,136.83,3.5,15.97,23.75,31.8,-1.04,901.57,1009.77,6.24,23.05,10.37,2146.57,8.35,30.69,0.33,37.7,12.3,10.93,0
"40745",2014,10,140.36,3.03,8.48,14.19,21.27,2.17,907.01,1019.63,7.57,49.58,7.3,1354.55,3.96,17.49,2.95,72.58,30.26,4.68,16.9
"40745",2014,11,115.21,2.39,3.01,7.02,12.48,1.98,907.42,1023.1,7.22,75.26,4.74,898.18,1.93,10.52,4.23,93.9,55.5,0.23,42.3
"40745",2014,12,129.4,2.19,0.35,5.1,11.29,-1.47,908.21,1025.05,5.59,67.6,5.33,810.66,NA,9.17,3.47,88.87,44.97,-3.39,10.5
"40745",2015,1,141.13,2.72,-0.14,4.17,10.31,-1.32,905.53,1022.14,5.66,72.53,4.77,753.14,NA,8.69,3.84,93.94,48.19,-3.77,24.5
"40745",2015,2,159.87,3.79,3.7,7.09,11.92,1.69,902.69,1017.76,7.2,73.54,3.73,931.21,NA,10.64,5.89,91,52.54,0.46,52.8
"40745",2015,3,139.52,3.29,3.13,7.91,13.85,2.04,905.59,1020.71,7.18,70.21,5.47,1416.17,3.34,11.45,4.86,91.9,46.9,-0.39,49.2
"40745",2015,4,149.24,3.47,10.92,17.7,25.64,3.79,902.02,1012.64,7.81,45.81,9.05,2202.9,6.32,21.58,3.03,68.3,24.1,5.87,7.4
"40745",2015,5,149.23,3.39,16.09,23.17,30.59,4.87,901.44,1009.75,8.84,37.26,8.45,2318.16,7.72,29.74,3.5,58.61,20.26,11.19,25.2
"40745",2015,6,141.46,3.58,20.51,28.82,36.28,-0.7,899.18,1005.23,5.38,17.07,11.95,2851.03,13.08,41.33,1,30.53,8.5,14.28,0
"40745",2015,7,146.33,4.72,22.32,29.57,36.09,2.93,899.09,1004.74,7.75,20.51,12.29,2871.26,13.37,42.91,0.64,32.71,11.74,17.34,0
"40745",2015,8,132.93,3.88,19.3,26.8,34.16,0.35,901.25,1008.79,5.97,20.08,12.08,2616.23,10.54,36.81,0.53,32.32,11.35,14.16,0.1
"40745",2015,9,142.38,3.38,14.02,21.36,28.46,0.06,905.66,1015.27,5.99,27.07,10.15,2017.48,7.03,26.51,0.93,41.77,15.27,8.59,0
"40745",2015,10,138.79,2.75,10.96,16.95,24.46,4.13,906.35,1017.48,8.09,48.8,7.47,1431.93,4.14,20.88,3.12,68.9,29.9,5.48,15.6
"40745",2015,11,145.2,2.52,4.24,8.81,15.09,0.76,905.96,1020.74,6.52,63.94,5.71,1173.93,2.08,11.87,3.88,86.57,41.57,0.37,16.3
"40745",2015,12,158.99,2.59,0.37,5.05,10.72,-2.95,908.58,1025.4,4.96,61.15,5.57,864.97,NA,9.31,3.18,82.97,39.42,-4.23,16.5
"40745",2016,1,158.49,2.91,1.74,6.69,13.09,-2.45,904.11,1019.59,5.15,59.67,5.9,874.9,NA,10.48,3.71,79.84,40.39,-2.94,18
"40745",2016,2,148.13,3,1.6,7.78,15.33,-2.93,907,1022.54,4.98,53.88,7.65,1373.07,NA,11.75,3.06,81.28,28.55,-2.33,16.3
"40745",2016,3,145.07,3.3,6.98,11.7,17.99,4.23,901.27,1014.15,8.34,66.48,5.82,1329.1,NA,14.62,4.91,88.97,42.77,3.33,47.9
"40745",2016,4,145.75,3.32,9.88,15,21.18,7.17,902.41,1014.01,10.27,64.29,7.26,1888.23,4.16,18.5,4.41,84.7,44.27,5.8,87.7
"40745",2016,5,152.84,3.57,16.44,22.97,29.84,9.39,900.29,1008.44,11.96,48.75,8.9,2363.77,6.91,29.4,3.38,71.35,29.81,12.35,44.5
"40745",2016,6,144.67,3.91,19.12,26.75,33.73,5.26,900.17,1007,9.21,29.33,10.33,2741.03,10.93,36.58,1.43,47.83,15.73,13.67,4.6
"40745",2016,7,136,3.91,21.72,28.79,35.77,5.99,898.31,1004.05,9.8,27.11,12.1,2765.65,11.41,40.93,1.24,43.9,15.32,16.52,5.5
"40745",2016,8,155.88,3.74,18.3,26.73,33.85,-1.39,900.95,1008.02,5.49,17.4,12.35,2734.86,10.71,36.22,0.12,29.1,8.84,11.58,0
"40745",2016,9,157.91,3.39,17.32,24.33,31.86,5.13,901.27,1009.06,9.31,32.63,10.02,2155.21,8.07,31.69,0.96,49.17,17.97,12.13,3.6
"40745",2016,10,139.72,3.04,7.12,13.9,21.51,-1.71,907.64,1020.6,5.45,38.44,8.52,1520.5,4.28,16.96,1.64,57.32,24,2.8,0
"40745",2016,11,113.79,2.36,1.86,7.52,14.73,-4.29,909.35,1025.27,4.84,50.01,6.48,1051.9,NA,12.02,3.19,70.63,29.57,-2.5,1.5
"40745",2016,12,144.23,2.37,1.13,6.1,12.55,-2.2,906.35,1022.41,5.21,61.97,4.85,828.79,NA,10.22,4.22,82.74,41.1,-1.71,16.6
"40745",2017,1,138.24,2.33,-0.8,3.55,9.32,-3.61,905.08,1022.17,4.72,64.91,4.98,1243.53,NA,8.55,3.79,86.42,40.48,-5.69,17.2
"40745",2017,2,125.76,2.73,-1.97,2.24,7.6,-1.64,906.53,1023.76,5.55,79.64,4.87,1099.63,NA,7.75,4.24,96.29,59.64,-5.9,99.1
"40745",2017,3,143.31,3.34,4.38,9.37,15.53,1.52,903.77,1018.04,7.19,63.24,6.44,1515.27,NA,12.5,3.9,87.58,39.65,2.76,43.5
"40745",2017,4,147.46,3.61,9.7,15.43,21.69,4,905.48,1017.37,8.47,52.19,7.82,2022.6,5.16,18.88,3.87,72.97,34.3,6.17,43.5
"40745",2017,5,142.16,3.42,16.78,24.14,31.47,7.38,900.76,1008.97,10.89,38.3,10.53,2592.28,7.95,31.35,2.4,60.23,20.87,11.9,19.2
"40745",2017,6,133.81,3.89,20.1,27.72,34.86,5.27,899.05,1005.28,9.27,26.5,12.15,2905.04,11.18,38.46,1.07,42.53,15.4,14.9,1.8
"40745",2017,7,151.81,4.4,21.33,29,35.61,2.78,898.71,1005.02,7.86,21.12,11.84,2754.8,11.48,41.58,0.96,35.29,11.68,15.44,0.9
"40745",2017,8,157.37,3.97,18.75,26.55,34.2,0.12,901.07,1008.14,6.76,19.82,12.21,2695.96,10.82,35.99,0.32,32.87,10.65,13.35,4
"40745",2017,9,127.79,3.27,15.37,23.06,30.74,0.58,904.3,1013.06,6.73,25.46,10.57,2167.59,8.33,29.8,0.36,40.13,14.07,9.83,0.1
"40745",2017,10,141.61,2.49,8.96,16.49,24.93,-0.46,903.94,1016.26,6.04,35.5,8.65,1507.34,4.97,20.03,1.39,53.29,19.19,4,0
"40745",2017,11,129.33,2.08,5.36,11.5,18.95,0.39,906.58,1020.42,6.44,51.7,7.49,1145.57,2.83,14.53,2.32,75.63,29.43,0.03,8.4
"40745",2017,12,125.07,2.21,-0.4,5.33,12.89,-4.81,908.2,1024.87,4.53,53.99,5.63,832.21,NA,9.54,2.95,76.87,32.23,-5.45,0.4
"40745",2018,1,133.58,2.57,-1.31,4.3,11.3,-6.39,904.57,1021.17,4.01,50.87,6.03,963.97,NA,8.93,2.94,74.65,30,-5.71,1.4
"40745",2018,2,142.8,2.93,1.83,6.94,13.82,-2.78,903.87,1019.26,5.87,56.79,5.58,1180.82,NA,10.55,4.37,75.79,36.71,-2.46,36.5
"40745",2018,3,150.64,3.45,9.01,13.96,20.54,5.2,901.48,1013.44,9.07,63.7,5.08,1414.23,4.75,17.11,5.13,89.87,39.06,5.61,44.6
"40745",2018,4,150.71,3.62,8.87,14.12,19.91,3.14,904.19,1016.5,8,54.05,6.01,1768.89,4.88,17.28,4.75,75.27,37.73,6.27,33.8
"40745",2018,5,141.81,2.89,13.73,20.74,27.45,3.44,902.54,1011.99,8.44,38.43,8.57,2327.75,8.01,25.76,3.04,59.97,23.26,9.32,57.8
"40745",2018,6,115.33,2.94,19.82,27.11,34.18,3.16,899.32,1005.52,7.89,23.78,11.52,2845.41,11.6,37.19,1.49,37.8,14.27,14.97,2.1
"40745",2018,7,123.3,3.29,23.09,31.12,38.01,2.51,896.3,1001.54,7.87,18.57,12.47,2942.57,14.5,45.14,0.15,29.37,10.8,17.27,0
"40745",2018,8,109.97,2.97,19.81,27.04,34.28,3.28,900.47,1007.2,8.23,23.85,12.1,2653.14,11.39,36.8,0.29,36.35,14.45,15.17,0
"40745",2018,9,109.78,2.3,14.57,22.59,30.34,-1.11,904.41,1013.41,6.03,23.6,10.26,2163.54,8.14,28.66,0.67,37.63,12.96,9.83,0.1
"40745",2018,10,122.7,2.2,8.3,14.51,21.57,1.2,908.16,1020.81,6.94,46.94,7.5,1443.7,4.32,18.04,2.73,66.97,31.68,3.68,40.9
"40745",2018,11,102.71,2.01,4.26,8.48,14.39,2.52,908.84,1024.1,7.37,67.5,4.84,1064,1.85,11.5,4.34,88.48,44.37,1.15,19.9
"40745",2018,12,120.48,2.35,1.92,6.52,13.31,1.5,905.92,1021.63,6.95,75.52,5.35,822.56,NA,10.07,3.48,95.06,52.65,-1.12,0.3
